Date,Hour,Forex,Evenement,Actuel,Forecast,Previous
2020-03-18,14:30:00,USD,Permis de construire (Févr.),"1,464M",1.500M,1.550M
2020-03-19,11:00:00,EUR,IFO climat des affaires Allemagne (Mar)  ,"87,7",95.3,96
2020-03-19,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Mar),"0,10%",0.0025,0.0025
2020-03-19,14:30:00,USD,Inscriptions hebdomadaires au chômage,281K,220K,211K
2020-03-19,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Mar),"-12,7",10,36.7
2020-03-20,16:00:00,USD,Ventes de logements existants (Févr.),"5,77M",5.50M,5.42M
2020-03-24,10:30:00,EUR,PMI manufacturier Allemagne (Mar)  ,"45,7",39.6,48
2020-03-24,11:30:00,GBP,PMI Composite  ,"37,1",45.1,53
2020-03-24,11:30:00,GBP,PMI manufacturier  ,"48,0",45,51.7
2020-03-24,11:30:00,GBP,PMI services  ,"35,7",45,53.2
2020-03-24,16:00:00,USD,Ventes de logements neufs (Févr.),765K,750K,800K
2020-03-25,09:00:00,GBP,IPC (Annuel) (Févr.),"1,7%",0.017,0.018
2020-03-25,11:00:00,EUR,IFO climat des affaires Allemagne (Mar),"86,1",87.7,96
2020-03-25,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Févr.),"-0,6%",-0.004,0.006
2020-03-26,09:00:00,GBP,Ventes au détail (Mensuel) (Févr.),"-0,3%",0.002,0.011
2020-03-26,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Mar),"0,10%",0.001,0.001
2020-03-26,14:30:00,USD,PIB (Trimestriel) (T4),"2,1%",0.021,0.021
2020-03-26,14:30:00,USD,Inscriptions hebdomadaires au chômage,3.283K,1.650K,282K
2020-03-27,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Févr.),"0,2%",0.002,0.002
2020-03-30,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Févr.),"2,4%",-0.01,0.053
2020-03-31,08:00:00,GBP,PIB (Annuel) (T4)  ,"1,1%",0.011,0.011
2020-03-31,08:00:00,GBP,PIB (Trimestriel) (T4),"0,0%",0,0.004
2020-03-31,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Mar),1K,29K,-8K
2020-03-31,11:00:00,EUR,IPC (Annuel) (Mar)  ,"0,7%",0.008,0.012
2020-03-31,16:00:00,USD,Confiance des consommateurs - Conference Board (Mar),"120,0",110,132.6
2020-01-04,09:55:00,EUR,PMI manufacturier Allemagne (Mar),"45,4",45.5,45.7
2020-01-04,10:30:00,GBP,PMI manufacturier (Mar),"47,8",47,51.7
2020-01-04,14:15:00,USD,Créations d'emplois non agricoles ADP (Mar),-27K,-150K,183K
2020-01-04,16:00:00,USD,Indice PMI manufacturier de l'ISM (Mar),"49,1",45,50.1
2020-02-04,14:30:00,USD,Inscriptions hebdomadaires au chômage,6.648K,3.500K,3.307K
2020-03-04,10:30:00,GBP,PMI Composite (Mar),"36,0",36.2,53
2020-03-04,10:30:00,GBP,PMI services (Mar),"34,5",34.8,53.2
2020-03-04,14:30:00,USD,Taux de chômage (Mar),"4,4%",0.038,0.035
2020-03-04,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Mar),-701K,-100K,275K
2020-03-04,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Mar),"52,5",44,57.3
2020-06-04,10:30:00,GBP,PMI construction (Mar),"39,3",44,52.6
2020-07-04,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Févr.),"6,882M",6.600M,7.012M
2020-09-04,08:00:00,GBP,PIB (Annuel),"0,3%",0.011,0.007
2020-09-04,08:00:00,GBP,Production manufacturière (Mensuel) (Févr.),"0,5%",0.001,0.004
2020-09-04,14:30:00,USD,Inscriptions hebdomadaires au chômage,6.606K,5.250K,6.867K
2020-09-04,14:30:00,USD,Prix à la production (Mensuel) (Mar),"-0,2%",-0.004,-0.006
2020-10-04,14:30:00,USD,IPC core (Mensuel) (Mar),"-0,1%",0.001,0.002
2020-04-15,14:30:00,USD,Ventes au détail principales (Mensuel) (Mar),"-4,5%",-0.048,-0.004
2020-04-15,14:30:00,USD,Ventes au détail (Mensuel) (Mar),"-8,7%",-0.08,-0.004
2020-04-16,14:30:00,USD,Permis de construire (Mar),"1,353M",1.300M,1.452M
2020-04-16,14:30:00,USD,Inscriptions hebdomadaires au chômage,5.245K,5.105K,6.615K
2020-04-16,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Avr),"-56,6",-30,-12.7
2020-04-17,11:00:00,EUR,IPC (Annuel) (Mar),"0,7%",0.007,0.012
2020-04-21,08:00:00,GBP,Salaire moyen bonus compris (Févr.),"2,8%",0.03,0.031
2020-04-21,08:00:00,GBP,Evolution du nombre de demandeurs d'emploi (Mar),"12,1K",172.5K,5.9K
2020-04-21,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Avr),"28,2",-42.3,-49.5
2020-04-21,16:00:00,USD,Ventes de logements existants (Mar),"5,27M",5.30M,5.76M
2020-04-22,08:00:00,GBP,IPC (Annuel) (Mar),"1,5%",0.015,0.017
2020-04-23,09:30:00,EUR,PMI manufacturier Allemagne (Avr)  ,"34,4",39,45.4
2020-04-23,10:30:00,GBP,PMI Composite  ,"12,9",31.4,36
2020-04-23,10:30:00,GBP,PMI manufacturier  ,"32,9",42,47.8
2020-04-23,10:30:00,GBP,PMI services  ,"12,3",29,34.5
2020-04-23,14:30:00,USD,Inscriptions hebdomadaires au chômage,4.427K,4.200K,5.237K
2020-04-23,16:00:00,USD,Ventes de logements neufs (Mar),627K,645K,741K
2020-04-24,08:00:00,GBP,Ventes au détail (Mensuel) (Mar),"-5,1%",-0.04,-0.003
2020-04-24,10:00:00,EUR,IFO climat des affaires Allemagne (Avr),"74,3",80,85.9
2020-04-24,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Mar),"-0,2%",-0.058,-0.007
2020-04-28,16:00:00,USD,Confiance des consommateurs - Conference Board (Avr),"86,9",87.9,118.8
2020-04-29,14:30:00,USD,PIB (Trimestriel) (T1)  ,"-4,8%",-0.04,0.021
2020-04-29,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Mar),"-20,8%",-0.1,0.023
2020-04-29,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2020-04-30,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Avr),373K,76K,1K
2020-04-30,11:00:00,EUR,IPC (Annuel) (Avr)  ,"0,4%",0.001,0.007
2020-04-30,13:45:00,EUR,Taux de facilité de dépôt (Avr),"-0,50%",-0.005,-0.005
2020-04-30,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Avr),"0,00%",0,0
2020-04-30,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Mar),"-0,1%",-0.001,0.002
2020-04-30,14:30:00,USD,Inscriptions hebdomadaires au chômage,3.839K,3.500K,4.442K
2020-01-05,10:30:00,GBP,PMI manufacturier (Avr),"32,6",32.8,47.8
2020-01-05,16:00:00,USD,Indice PMI manufacturier de l'ISM (Avr),"41,5",36.9,49.1
2020-04-05,09:55:00,EUR,PMI manufacturier Allemagne (Avr),"34,5",34.4,45.4
2020-05-05,10:30:00,GBP,PMI Composite (Avr),"13,8",12.9,36
2020-05-05,10:30:00,GBP,PMI services (Avr),"13,4",12.2,34.5
2020-05-05,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Avr),"41,8",36.8,52.5
2020-06-05,10:30:00,GBP,PMI construction (Avr),"8,2",22,39.3
2020-06-05,14:15:00,USD,Créations d'emplois non agricoles ADP (Avr),-20.236K,-20.050K,-149K
2020-07-05,08:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Mai),"0,10%",0.001,0.001
2020-07-05,14:30:00,USD,Inscriptions hebdomadaires au chômage,3.169K,3.000K,3.846K
2020-08-05,14:30:00,USD,Taux de chômage (Avr),"14,7%",0.16,0.044
2020-08-05,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Avr),-20.500K,-22.000K,-870K
2020-12-05,14:30:00,USD,IPC core (Mensuel) (Avr),"-0,4%",-0.002,-0.001
2020-05-13,08:00:00,GBP,PIB (Annuel) (T1)  ,"-1,6%",-0.021,0.011
2020-05-13,08:00:00,GBP,PIB (Trimestriel) (T1)  ,"-2,0%",-0.025,0
2020-05-13,08:00:00,GBP,Production manufacturière (Mensuel) (Mar),"-4,6%",-0.06,0.003
2020-05-13,14:30:00,USD,Prix à la production (Mensuel) (Avr),"-1,3%",-0.005,-0.002
2020-05-14,14:30:00,USD,Inscriptions hebdomadaires au chômage,2.981K,2.500K,3.176K
2020-05-15,10:00:00,EUR,PIB Allemagne (Trimestriel) (T1)  ,"-2,2%",-0.022,-0.001
2020-05-15,14:30:00,USD,Ventes au détail principales (Mensuel) (Avr),"-17,2%",-0.086,-0.04
2020-05-15,14:30:00,USD,Ventes au détail (Mensuel) (Avr),"-16,4%",-0.12,-0.083
2020-05-19,08:00:00,GBP,Salaire moyen bonus compris (Mar),"2,4%",0.026,0.028
2020-05-19,08:00:00,GBP,Evolution du nombre de demandeurs d'emploi (Avr),"856,5K",676.5K,12.1K
2020-05-19,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Mai),"51,0",32,28.2
2020-05-19,14:30:00,USD,Permis de construire (Avr),"1,074M",1.000M,1.356M
2020-05-20,08:00:00,GBP,IPC (Annuel) (Avr),"0,8%",0.009,0.015
2020-05-20,11:00:00,EUR,IPC (Annuel) (Avr),"0,3%",0.004,0.007
2020-05-21,09:30:00,EUR,PMI manufacturier Allemagne (Mai)  ,"36,8",39.2,34.5
2020-05-21,10:30:00,GBP,PMI Composite  ,"28,9",25,13.8
2020-05-21,10:30:00,GBP,PMI manufacturier  ,"40,6",36,32.6
2020-05-21,10:30:00,GBP,PMI services  ,"27,8",25,13.4
2020-05-21,14:30:00,USD,Inscriptions hebdomadaires au chômage,2.438K,2.400K,2.687K
2020-05-21,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Mai),"-43,1",-41.5,-56.6
2020-05-21,16:00:00,USD,Ventes de logements existants (Avr),"4,33M",4.30M,5.27M
2020-05-22,08:00:00,GBP,Ventes au détail (Mensuel) (Avr),"-18,1%",-0.16,-0.052
2020-05-25,08:00:00,EUR,PIB Allemagne (Trimestriel) (T1),"-2,2%",-0.022,-0.001
2020-05-25,10:00:00,EUR,IFO climat des affaires Allemagne (Mai),"79,5",78.3,74.2
2020-05-26,16:00:00,USD,Confiance des consommateurs - Conference Board (Mai),"86,6",88,85.7
2020-05-26,16:00:00,USD,Ventes de logements neufs (Avr),623K,490K,619K
2020-05-28,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Avr),"-7,4%",-0.14,-0.017
2020-05-28,14:30:00,USD,PIB (Trimestriel) (T1)  ,"-5,0%",-0.048,-0.048
2020-05-28,14:30:00,USD,Inscriptions hebdomadaires au chômage,2.123K,2.100K,2.446K
2020-05-28,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Avr),"-21,8%",-0.15,-0.208
2020-05-29,11:00:00,EUR,IPC (Annuel) (Mai)  ,"0,1%",0.001,0.003
2020-05-29,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Avr),"-0,4%",-0.003,-0.001
2020-01-06,09:55:00,EUR,PMI manufacturier Allemagne (Mai),"36,6",36.8,34.5
2020-01-06,10:30:00,GBP,PMI manufacturier (Mai),"40,7",40.7,32.6
2020-01-06,16:00:00,USD,Indice PMI manufacturier de l'ISM (Mai),"43,1",43,41.5
2020-03-06,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Mai),238K,200K,372K
2020-03-06,10:30:00,GBP,PMI Composite (Mai),"30,0",28.9,13.8
2020-03-06,10:30:00,GBP,PMI services (Mai),"29,0",28,13.4
2020-03-06,14:15:00,USD,Créations d'emplois non agricoles ADP (Mai),-2.760K,-9.000K,-19.557K
2020-03-06,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Mai),"45,4",44,41.8
2020-04-06,10:30:00,GBP,PMI construction (Mai),"28,9",29.7,8.2
2020-04-06,13:45:00,EUR,Taux de facilité de dépôt (Juin),"-0,50%",-0.005,-0.005
2020-04-06,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Juin),"0,00%",0,0
2020-04-06,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.877K,1.800K,2.126K
2020-05-06,14:30:00,USD,Taux de chômage (Mai),"13,3%",0.197,0.147
2020-05-06,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Mai),2.509K,-8.000K,-20.687K
2020-09-06,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Avr),"5,046M",5.000M,6.011M
2020-10-06,14:30:00,USD,IPC core (Mensuel) (Mai),"-0,1%",-0.001,-0.004
2020-10-06,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2020-11-06,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.542K,1.550K,1.897K
2020-11-06,14:30:00,USD,Prix à la production (Mensuel) (Mai),"0,4%",0.001,-0.013
2020-12-06,08:00:00,GBP,PIB (Mensuel),"-20,4%",-0.187,-0.058
2020-12-06,08:00:00,GBP,Production manufacturière (Mensuel) (Avr),"-24,3%",-0.158,-0.046
2020-12-06,08:00:00,GBP,Variation du PIB mensuel 3M/3M,"-10,4%",-0.1,-0.02
2020-06-16,08:00:00,GBP,Salaire moyen bonus compris (Avr),"1,0%",0.014,0.023
2020-06-16,08:00:00,GBP,Evolution du nombre de demandeurs d'emploi (Mai),"528,9K",400.0K,1.032.7K
2020-06-16,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Juin),"63,4",60,51
2020-06-16,14:30:00,USD,Ventes au détail principales (Mensuel) (Mai),"12,4%",0.055,-0.152
2020-06-16,14:30:00,USD,Ventes au détail (Mensuel) (Mai),"17,7%",0.08,-0.147
2020-06-17,08:00:00,GBP,IPC (Annuel) (Mai),"0,5%",0.005,0.008
2020-06-17,11:00:00,EUR,IPC (Annuel) (Mai),"0,1%",0.001,0.003
2020-06-17,14:30:00,USD,Permis de construire (Mai),"1,220M",1.228M,1.066M
2020-06-18,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Juin),"0,10%",0.001,0.001
2020-06-18,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.508K,1.300K,1.566K
2020-06-18,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Juin),"27,5",-23,-43.1
2020-06-19,08:00:00,GBP,Ventes au détail (Mensuel) (Mai),"12,0%",0.057,-0.18
2020-06-22,16:00:00,USD,Ventes de logements existants (Mai),"3,91M",4.12M,4.33M
2020-06-23,09:30:00,EUR,PMI manufacturier Allemagne (Juin)  ,"44,6",41.5,36.6
2020-06-23,10:30:00,GBP,PMI Composite  ,"47,6",41,30
2020-06-23,10:30:00,GBP,PMI manufacturier  ,"50,1",45,40.7
2020-06-23,10:30:00,GBP,PMI services  ,"47,0",40,29
2020-06-23,16:00:00,USD,Ventes de logements neufs (Mai),676K,640K,580K
2020-06-24,10:00:00,EUR,IFO climat des affaires Allemagne (Juin),"86,2",85,79.7
2020-06-25,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Mai),"4,0%",0.025,-0.082
2020-06-25,14:30:00,USD,PIB (Trimestriel) (T1),"-5,0%",-0.05,-0.05
2020-06-25,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.480K,1.300K,1.540K
2020-06-26,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Mai),"0,1%",0.002,-0.004
2020-06-29,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Mai),"44,3%",0.189,-0.218
2020-06-30,08:00:00,GBP,PIB (Annuel) (T1),"-1,7%",-0.016,0.003
2020-06-30,08:00:00,GBP,PIB (Trimestriel) (T1),"-2,2%",-0.02,0
2020-06-30,11:00:00,EUR,IPC (Annuel) (Juin)  ,"0,3%",0.001,0.001
2020-06-30,16:00:00,USD,Confiance des consommateurs - Conference Board (Juin),"98,1",91.8,85.9
2020-01-07,09:55:00,EUR,PMI manufacturier Allemagne (Juin),"45,2",44.6,36.6
2020-01-07,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Juin),69K,120K,238K
2020-01-07,10:30:00,GBP,PMI manufacturier (Juin),"50,1",50.1,40.7
2020-01-07,14:15:00,USD,Créations d'emplois non agricoles ADP (Juin),2.369K,3.000K,3.065K
2020-01-07,16:00:00,USD,Indice PMI manufacturier de l'ISM (Juin),"52,6",49.5,43.1
2020-02-07,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.427K,1.355K,1.482K
2020-02-07,14:30:00,USD,Taux de chômage (Juin),"11,1%",0.123,0.133
2020-02-07,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Juin),4.800K,3.000K,2.699K
2020-03-07,10:30:00,GBP,PMI Composite (Juin),"47,7",47.6,30
2020-03-07,10:30:00,GBP,PMI services (Juin),"47,1",47,29
2020-06-07,10:30:00,GBP,PMI construction (Juin),"55,3",47,28.9
2020-06-07,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Juin),"57,1",50.1,45.4
2020-07-07,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Mai),"5,397M",4.850M,4.996M
2020-09-07,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.314K,1.375K,1.413K
2020-10-07,14:30:00,USD,Prix à la production (Mensuel) (Juin),"-0,2%",0.004,0.004
2020-07-14,08:00:00,GBP,PIB (Mensuel),"1,8%",0.055,-0.204
2020-07-14,08:00:00,GBP,Production manufacturière (Mensuel) (Mai),"8,4%",0.08,-0.244
2020-07-14,08:00:00,GBP,Variation du PIB mensuel 3M/3M,"-19,1%",-0.174,-0.104
2020-07-14,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Juill.),"59,3",60,63.4
2020-07-14,14:30:00,USD,IPC core (Mensuel) (Juin),"0,2%",0.001,-0.001
2020-07-15,08:00:00,GBP,IPC (Annuel) (Juin),"0,6%",0.004,0.005
2020-07-16,08:00:00,GBP,Salaire moyen bonus compris (Mai),"-0,3%",-0.004,0.01
2020-07-16,08:00:00,GBP,Evolution du nombre de demandeurs d'emploi (Juin),"-28,1K",250.0K,566.4K
2020-07-16,13:45:00,EUR,Taux de facilité de dépôt (Juill.),"-0,50%",-0.005,-0.005
2020-07-16,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Juill.),"0,00%",0,0
2020-07-16,14:30:00,USD,Ventes au détail principales (Mensuel) (Juin),"7,3%",0.05,0.121
2020-07-16,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.300K,1.250K,1.310K
2020-07-16,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Juill.),"24,1",20,27.5
2020-07-16,14:30:00,USD,Ventes au détail (Mensuel) (Juin),"7,5%",0.05,0.182
2020-07-17,11:00:00,EUR,IPC (Annuel) (Juin),"0,3%",0.003,0.001
2020-07-17,14:30:00,USD,Permis de construire (Juin),"1,241M",1.290M,1.216M
2020-07-22,16:00:00,USD,Ventes de logements existants (Juin),"4,72M",4.78M,3.91M
2020-07-23,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.416K,1.300K,1.307K
2020-07-24,08:00:00,GBP,Ventes au détail (Mensuel) (Juin),"13,9%",0.08,0.123
2020-07-24,09:30:00,EUR,PMI manufacturier Allemagne (Juill.)  ,"50,0",48,45.2
2020-07-24,10:30:00,GBP,PMI Composite  ,"57,1",51.1,47.7
2020-07-24,10:30:00,GBP,PMI manufacturier  ,"53,6",52,50.1
2020-07-24,10:30:00,GBP,PMI services  ,"56,6",51.5,47.1
2020-07-24,16:00:00,USD,Ventes de logements neufs (Juin),776K,700K,682K
2020-07-27,10:00:00,EUR,IFO climat des affaires Allemagne (Juill.),"90,5",89.3,86.3
2020-07-27,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Juin),"3,3%",0.035,0.036
2020-07-28,16:00:00,USD,Confiance des consommateurs - Conference Board (Juill.),"92,6",94.5,98.3
2020-07-29,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Juin),"16,6%",0.15,0.443
2020-07-29,20:00:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2020-07-30,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Juill.),-18K,43K,68K
2020-07-30,10:00:00,EUR,PIB Allemagne (Trimestriel) (T2)  ,"-10,1%",-0.09,-0.02
2020-07-30,14:30:00,USD,PIB (Trimestriel) (T2)  ,"-32,9%",-0.341,-0.05
2020-07-30,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.434K,1.450K,1.422K
2020-07-31,11:00:00,EUR,IPC (Annuel) (Juill.)  ,"0,4%",0.002,0.003
2020-07-31,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Juin),"0,2%",0.002,0.002
2020-03-08,09:55:00,EUR,PMI manufacturier Allemagne (Juill.),"51,0",50,45.2
2020-03-08,10:30:00,GBP,PMI manufacturier (Juill.),"53,3",53.6,50.1
2020-03-08,16:00:00,USD,Indice PMI manufacturier de l'ISM (Juill.),"54,2",53.6,52.6
2020-05-08,10:30:00,GBP,PMI Composite (Juill.),"57,0",57.1,47.7
2020-05-08,10:30:00,GBP,PMI services (Juill.),"56,5",56.6,47.1
2020-05-08,14:15:00,USD,Créations d'emplois non agricoles ADP (Juill.),167K,1.500K,4.314K
2020-05-08,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Juill.),"58,1",55,57.1
2020-06-08,08:00:00,GBP,Décision de la BoE sur les taux d'intérêt (Juill.),"0,10%",0.001,0.001
2020-06-08,10:30:00,GBP,PMI construction (Juill.),"58,1",57,55.3
2020-06-08,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.186K,1.415K,1.435K
2020-07-08,14:30:00,USD,Taux de chômage (Juill.),"10,2%",0.105,0.111
2020-07-08,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Juill.),1.763K,1.600K,4.791K
2020-11-08,08:00:00,GBP,Salaire moyen bonus compris (Juin),"-1,2%",-0.011,-0.003
2020-11-08,08:00:00,GBP,Evolution du nombre de demandeurs d'emploi (Juill.),"94,4K",10.0K,-28.1K
2020-11-08,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Août),"71,5",58,59.3
2020-11-08,14:30:00,USD,Prix à la production (Mensuel) (Juill.),"0,6%",0.003,-0.002
2020-12-08,08:00:00,GBP,PIB (Mensuel),"8,7%",0.08,0.018
2020-12-08,08:00:00,GBP,PIB (Annuel) (T2)  ,"-21,7%",-0.224,-0.017
2020-12-08,08:00:00,GBP,PIB (Trimestriel) (T2)  ,"-20,4%",-0.205,-0.022
2020-12-08,08:00:00,GBP,Production manufacturière (Mensuel) (Juin),"11,0%",0.1,0.083
2020-12-08,08:00:00,GBP,Variation du PIB mensuel 3M/3M,"-20,4%",-0.212,-0.187
2020-12-08,14:30:00,USD,IPC core (Mensuel) (Juill.),"0,6%",0.002,0.002
2020-08-13,14:30:00,USD,Inscriptions hebdomadaires au chômage,963K,1.120K,1.191K
2020-08-14,14:30:00,USD,Ventes au détail principales (Mensuel) (Juill.),"1,9%",0.013,0.083
2020-08-14,14:30:00,USD,Ventes au détail (Mensuel) (Juill.),"1,2%",0.019,0.084
2020-08-18,14:30:00,USD,Permis de construire (Juill.),"1,495M",1.320M,1.258M
2020-08-19,08:00:00,GBP,IPC (Annuel) (Juill.),"1,0%",0.006,0.006
2020-08-19,11:00:00,EUR,IPC (Annuel) (Juill.),"0,4%",0.004,0.003
2020-08-20,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.106K,925K,971K
2020-08-20,14:30:00,USD,Indice manufacturier Fed de Philadelphie (Août),"17,2",21,24.1
2020-08-21,08:00:00,GBP,Ventes au détail (Mensuel) (Juill.),"3,6%",0.02,0.139
2020-08-21,09:30:00,EUR,PMI manufacturier Allemagne (Août)  ,"53,0",52.5,51
2020-08-21,10:30:00,GBP,PMI Composite  ,"60,3",57.1,57
2020-08-21,10:30:00,GBP,PMI manufacturier  ,"55,3",53.8,53.3
2020-08-21,10:30:00,GBP,PMI services  ,"60,1",57,56.5
2020-08-21,16:00:00,USD,Ventes de logements existants (Juill.),"5,86M",5.38M,4.70M
2020-08-25,08:00:00,EUR,PIB Allemagne (Trimestriel) (T2),"-9,7%",-0.101,-0.02
2020-08-25,10:00:00,EUR,IFO climat des affaires Allemagne (Août),"92,6",92.2,90.4
2020-08-25,16:00:00,USD,Confiance des consommateurs - Conference Board (Août),"84,8",93,91.7
2020-08-25,16:00:00,USD,Ventes de logements neufs (Juill.),901K,785K,791K
2020-08-26,14:30:00,USD,Commandes de biens durables - core (Mensuel) (Juill.),"2,4%",0.02,0.04
2020-08-27,14:30:00,USD,PIB (Trimestriel) (T2)  ,"-31,7%",-0.325,-0.329
2020-08-27,14:30:00,USD,Inscriptions hebdomadaires au chômage,1.006K,1.000K,1.104K
2020-08-27,16:00:00,USD,Promesses de ventes de logements (Mensuel) (Juill.),"5,9%",0.03,0.158
2020-08-28,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel) (Juill.),"0,3%",0.005,0.003
2020-01-09,09:55:00,EUR,PMI manufacturier Allemagne (Août),"52,2",53,51
2020-01-09,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne (Août),-9K,1K,-17K
2020-01-09,10:30:00,GBP,PMI manufacturier (Août),"55,2",55.3,53.3
2020-01-09,11:00:00,EUR,IPC (Annuel) (Août)  ,"-0,2%",0.002,0.004
2020-01-09,16:00:00,USD,Indice PMI manufacturier de l'ISM (Août),"56,0",54.5,54.2
2020-02-09,14:15:00,USD,Créations d'emplois non agricoles ADP (Août),428K,950K,212K
2020-03-09,10:30:00,GBP,PMI Composite (Août),"59,1",60.3,57
2020-03-09,10:30:00,GBP,PMI services (Août),"58,8",60.1,56.5
2020-03-09,14:30:00,USD,Inscriptions hebdomadaires au chômage,881K,950K,1.011K
2020-03-09,16:00:00,USD,Indice PMI non manufacturier de l'ISM (Août),"56,9",57,58.1
2020-04-09,10:30:00,GBP,PMI construction (Août),"54,6",58.5,58.1
2020-04-09,14:30:00,USD,Taux de chômage (Août),"8,4%",0.098,0.102
2020-04-09,15:30:00,USD,Créations d'emplois dans le secteur non agricole (Août),1.371K,1.400K,1.734K
2020-09-09,16:00:00,USD,Rapport JOLTS - Nouvelles offres d'emploi (Juill.),"6,618M",6.000M,6.001M
2020-10-09,13:45:00,EUR,Taux de facilité de dépôt (Sept.),"-0,50%",-0.005,-0.005
2020-10-09,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt (Sept.),"0,00%",0,0
2020-10-09,14:30:00,USD,Inscriptions hebdomadaires au chômage,884K,846K,884K
2020-10-09,14:30:00,USD,Prix à la production (Mensuel) (Août),"0,3%",0.002,0.006
2020-11-09,08:00:00,GBP,PIB (Mensuel),"6,6%",0.067,0.087
2020-11-09,08:00:00,GBP,Production manufacturière (Mensuel) (Juill.),"6,3%",0.05,0.11
2020-11-09,08:00:00,GBP,Variation du PIB mensuel 3M/3M,"-7,6%",-0.075,-0.204
2020-11-09,14:30:00,USD,IPC core (Mensuel) (Août),"0,4%",0.002,0.006
2020-09-15,08:00:00,GBP,Salaire moyen bonus compris (Juill.),"-1,0%",-0.013,-0.012
2020-09-15,08:00:00,GBP,Evolution du nombre de demandeurs d'emploi (Août),"73,7K",100.0K,69.9K
2020-09-15,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne (Sept.),"77,4",69.8,71.5
2020-09-16,08:00:00,GBP,IPC (Annuel) (Août),"0,2%",0.001,0.01
2020-09-16,14:30:00,USD,Ventes au détail principales (Mensuel) (Août),"0,7%",0.009,0.013
