Date,Hour,Forex,Evenement,Actuel,Forecast,Previous
2010-03-17,11:30:00,GBP,Evolution du nombre de demandeurs d'emploi,"-32,3K",8.5K,5.3K
2010-03-17,14:30:00,USD,Prix à la production (Mensuel),"-0,6%",-0.002,0.014
2010-03-18,14:30:00,USD,IPC core (Mensuel),"0,1%",0.001,-0.001
2010-03-18,14:30:00,USD,Inscriptions hebdomadaires au chômage,457K,455K,462K
2010-03-18,16:00:00,USD,Indice manufacturier Fed de Philadelphie,"18,9",18,17.6
2010-03-23,11:30:00,GBP,IPC (Annuel),"3,0%",0.031,0.035
2010-03-23,16:00:00,USD,Ventes de logements existants,"5,02M",5.00M,5.05M
2010-03-24,10:30:00,EUR,PMI manufacturier Allemagne  ,"59,6",57,57.2
2010-03-24,14:30:00,USD,Commandes de biens durables - core (Mensuel),"0,9%",0.005,-0.006
2010-03-24,16:00:00,USD,Ventes de logements neufs,308K,315K,315K
2010-03-25,11:30:00,GBP,Ventes au détail (Mensuel),"2,1%",0.006,-0.03
2010-03-25,14:30:00,USD,Inscriptions hebdomadaires au chômage,442K,450K,456K
2010-03-26,14:30:00,USD,PIB (Trimestriel),"5,6%",0.059,0.059
2010-03-29,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel),"0,0%",0.001,0
2010-03-30,10:30:00,GBP,PIB (Trimestriel),"0,4%",0.003,0.003
2010-03-30,16:00:00,USD,Confiance des consommateurs - Conference Board,"52,5",50,46.4
2010-03-31,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne,-31K,10K,-1K
2010-03-31,11:00:00,EUR,IPC (Annuel)  ,"1,5%",0.011,0.009
2010-03-31,14:15:00,USD,Créations d'emplois non agricoles ADP,-23K,40K,-24K
2010-01-04,10:30:00,GBP,PMI manufacturier,"57,2",57,56.3
2010-01-04,14:30:00,USD,Inscriptions hebdomadaires au chômage,439K,440K,445K
2010-01-04,16:00:00,USD,Indice PMI manufacturier de l'ISM,"59,6",57,56.5
2010-02-04,14:30:00,USD,Créations d'emplois dans le secteur non agricole,162K,190K,-14K
2010-02-04,14:30:00,USD,Taux de chômage,"9,7%",0.097,0.097
2010-05-04,16:00:00,USD,Indice PMI non manufacturier de l'ISM,"55,4",53.5,53
2010-05-04,16:00:00,USD,Promesses de ventes de logements (Mensuel),"8,2%",0,-0.078
2010-06-04,10:30:00,GBP,PMI construction,"53,1",48.8,48.5
2010-07-04,10:30:00,GBP,PMI services,"56,5",58.4,58.4
2010-08-04,10:30:00,GBP,Production manufacturière (Mensuel),"1,3%",0.007,-0.01
2010-08-04,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt,"0,50%",0.005,0.005
2010-08-04,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt,"1,00%",0.01,0.01
2010-08-04,14:30:00,USD,Inscriptions hebdomadaires au chômage,460K,433K,442K
2010-04-14,14:30:00,USD,IPC core (Mensuel),"0,0%",0.001,0.001
2010-04-14,14:30:00,USD,Ventes au détail principales (Mensuel),"0,6%",0.005,0.01
2010-04-14,14:30:00,USD,Ventes au détail (Mensuel),"1,6%",0.011,0.005
2010-04-15,14:30:00,USD,Inscriptions hebdomadaires au chômage,484K,440K,460K
2010-04-15,16:00:00,USD,Indice manufacturier Fed de Philadelphie,"20,2",20,18.9
2010-04-16,11:00:00,EUR,IPC (Annuel),"1,4%",0.015,0.015
2010-04-16,14:30:00,USD,Permis de construire,"0,690M",0.630M,0.640M
2010-04-20,10:30:00,GBP,IPC (Annuel),"3,4%",0.032,0.03
2010-04-20,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne,"53,0",45,44.5
2010-04-21,10:30:00,GBP,Salaire moyen bonus compris,"2,3%",0.025,0.008
2010-04-21,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi,"-32,9K",-6.0K,-40.1K
2010-04-22,09:30:00,EUR,PMI manufacturier Allemagne  ,"61,3",60.2,60.2
2010-04-22,10:30:00,GBP,Ventes au détail (Mensuel),"0,4%",0.007,0.025
2010-04-22,14:30:00,USD,Inscriptions hebdomadaires au chômage,456K,450K,480K
2010-04-22,14:30:00,USD,Prix à la production (Mensuel),"0,7%",0.004,-0.006
2010-04-22,16:00:00,USD,Ventes de logements existants,"5,35M",5.30M,5.01M
2010-04-23,10:30:00,GBP,PIB (Trimestriel)  ,"0,2%",0.004,0.004
2010-04-23,14:30:00,USD,Commandes de biens durables - core (Mensuel),"2,8%",0.007,0.017
2010-04-23,16:00:00,USD,Ventes de logements neufs,411K,325K,324K
2010-04-27,16:00:00,USD,Confiance des consommateurs - Conference Board,"57,9",53.7,52.3
2010-04-28,20:15:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2010-04-29,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne,-68K,-11K,-42K
2010-04-29,14:30:00,USD,Inscriptions hebdomadaires au chômage,448K,440K,459K
2010-04-30,11:00:00,EUR,IPC (Annuel)  ,"1,5%",0.014,0.014
2010-04-30,14:30:00,USD,PIB (Trimestriel)  ,"3,2%",0.033,0.056
2010-03-05,09:55:00,EUR,PMI manufacturier Allemagne,"61,5",61.3,61.3
2010-03-05,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel),"0,1%",0,0
2010-03-05,16:00:00,USD,Indice PMI manufacturier de l'ISM,"60,4",60,59.6
2010-04-05,10:30:00,GBP,PMI manufacturier,"58,0",57.5,57.2
2010-04-05,16:00:00,USD,Promesses de ventes de logements (Mensuel),"5,3%",0.05,0.083
2010-05-05,10:30:00,GBP,PMI construction,"58,2",53.5,53.1
2010-05-05,14:15:00,USD,Créations d'emplois non agricoles ADP,32K,30K,19K
2010-05-05,16:00:00,USD,Indice PMI non manufacturier de l'ISM,"55,4",56.1,55.4
2010-06-05,10:30:00,GBP,PMI services,"55,3",57.1,56.5
2010-06-05,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt,"1,00%",0.01,0.01
2010-06-05,14:30:00,USD,Inscriptions hebdomadaires au chômage,444K,440K,451K
2010-07-05,14:30:00,USD,Créations d'emplois dans le secteur non agricole,290K,187K,230K
2010-07-05,14:30:00,USD,Taux de chômage,"9,9%",0.097,0.097
2010-10-05,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt,"0,50%",0.005,0.005
2010-11-05,10:30:00,GBP,Production manufacturière (Mensuel),"2,3%",0.003,0.014
2010-12-05,08:00:00,EUR,PIB Allemagne (Trimestriel)  ,"0,2%",0,0.002
2010-12-05,10:30:00,GBP,Salaire moyen bonus compris,"4,0%",0.022,0.025
2010-12-05,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi,"-27,1K",-20.1K,-32.7K
2010-05-13,14:30:00,USD,Inscriptions hebdomadaires au chômage,444K,440K,448K
2010-05-14,14:30:00,USD,Ventes au détail principales (Mensuel),"0,4%",0.005,0.012
2010-05-14,14:30:00,USD,Ventes au détail (Mensuel),"0,4%",0.003,0.021
2010-05-18,10:30:00,GBP,IPC (Annuel),"3,7%",0.035,0.034
2010-05-18,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne,"45,8",47,53
2010-05-18,11:00:00,EUR,IPC (Annuel),"1,5%",0.015,0.015
2010-05-18,14:30:00,USD,Permis de construire,"0,610M",0.680M,0.690M
2010-05-18,14:30:00,USD,Prix à la production (Mensuel),"-0,1%",0.001,0.007
2010-05-19,14:30:00,USD,IPC core (Mensuel),"0,0%",0.001,0
2010-05-20,10:30:00,GBP,Ventes au détail (Mensuel),"0,3%",0.003,0.005
2010-05-20,14:30:00,USD,Inscriptions hebdomadaires au chômage,471K,440K,446K
2010-05-20,16:00:00,USD,Indice manufacturier Fed de Philadelphie,"21,4",22,20.2
2010-05-21,08:00:00,EUR,PIB Allemagne (Trimestriel),"0,2%",0.002,0.002
2010-05-21,09:30:00,EUR,PMI manufacturier Allemagne  ,"58,3",61.5,61.5
2010-05-24,16:00:00,USD,Ventes de logements existants,"5,77M",5.65M,5.36M
2010-05-25,10:30:00,GBP,PIB (Trimestriel)  ,"0,3%",0.003,0.002
2010-05-25,16:00:00,USD,Confiance des consommateurs - Conference Board,"63,3",58.3,57.7
2010-05-26,14:30:00,USD,Commandes de biens durables - core (Mensuel),"-1,0%",0.005,0.048
2010-05-26,16:00:00,USD,Ventes de logements neufs,504K,425K,439K
2010-05-27,14:30:00,USD,PIB (Trimestriel)  ,"3,0%",0.033,0.032
2010-05-27,14:30:00,USD,Inscriptions hebdomadaires au chômage,460K,455K,474K
2010-05-28,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel),"0,1%",0.001,0.001
2010-05-31,11:00:00,EUR,IPC (Annuel)  ,"1,6%",0.017,0.015
2010-01-06,09:55:00,EUR,PMI manufacturier Allemagne,"58,4",58.3,58.3
2010-01-06,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne,-45K,-17K,-67K
2010-01-06,10:30:00,GBP,PMI manufacturier,"58,0",57.8,58
2010-01-06,16:00:00,USD,Indice PMI manufacturier de l'ISM,"59,7",58.9,60.4
2010-02-06,10:30:00,GBP,PMI construction,"58,5",58.3,58.2
2010-02-06,16:00:00,USD,Promesses de ventes de logements (Mensuel),"6,0%",0.035,0.071
2010-03-06,10:30:00,GBP,PMI services,"55,4",55.6,55.3
2010-03-06,14:15:00,USD,Créations d'emplois non agricoles ADP,55K,56K,65K
2010-03-06,14:30:00,USD,Inscriptions hebdomadaires au chômage,453K,455K,463K
2010-03-06,16:00:00,USD,Indice PMI non manufacturier de l'ISM,"55,4",55.5,55.4
2010-04-06,14:30:00,USD,Créations d'emplois dans le secteur non agricole,431K,500K,290K
2010-04-06,14:30:00,USD,Taux de chômage,"9,7%",0.098,0.099
2010-10-06,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt,"0,50%",0.005,0.005
2010-10-06,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt,"1,00%",0.01,0.01
2010-10-06,14:30:00,USD,Inscriptions hebdomadaires au chômage,456K,450K,459K
2010-11-06,10:30:00,GBP,Production manufacturière (Mensuel),"-0,4%",0.006,0.022
2010-11-06,14:30:00,USD,Ventes au détail principales (Mensuel),"-1,1%",0.001,0.006
2010-11-06,14:30:00,USD,Ventes au détail (Mensuel),"-1,2%",0.003,0.006
2010-06-15,10:30:00,GBP,IPC (Annuel),"3,4%",0.035,0.037
2010-06-15,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne,"28,7",48.7,45.8
2010-06-16,10:30:00,GBP,Salaire moyen bonus compris,"4,2%",0.044,0.043
2010-06-16,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi,"-30,9K",-25.3K,-32.0K
2010-06-16,11:00:00,EUR,IPC (Annuel),"1,6%",0.016,0.016
2010-06-16,14:30:00,USD,Permis de construire,"0,570M",0.630M,0.610M
2010-06-16,14:30:00,USD,Prix à la production (Mensuel),"-0,3%",-0.005,-0.001
2010-06-17,10:30:00,GBP,Ventes au détail (Mensuel),"0,6%",0.001,0
2010-06-17,14:30:00,USD,IPC core (Mensuel),"0,1%",0.001,0
2010-06-17,14:30:00,USD,Inscriptions hebdomadaires au chômage,472K,450K,460K
2010-06-17,16:00:00,USD,Indice manufacturier Fed de Philadelphie,"8,0",18.8,21.4
2010-06-22,16:00:00,USD,Ventes de logements existants,"5,66M",6.10M,5.79M
2010-06-23,09:30:00,EUR,PMI manufacturier Allemagne  ,"58,1",58.3,58.4
2010-06-23,16:00:00,USD,Ventes de logements neufs,300K,450K,446K
2010-06-23,20:15:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2010-06-24,14:30:00,USD,Commandes de biens durables - core (Mensuel),"0,9%",0.011,-0.008
2010-06-24,14:30:00,USD,Inscriptions hebdomadaires au chômage,457K,460K,476K
2010-06-25,14:30:00,USD,PIB (Trimestriel),"2,7%",0.03,0.03
2010-06-28,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel),"0,2%",0.001,0.001
2010-06-29,16:00:00,USD,Confiance des consommateurs - Conference Board,"52,9",62,62.7
2010-06-30,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne,-21K,-23K,-41K
2010-06-30,11:00:00,EUR,IPC (Annuel)  ,"1,4%",0.015,0.016
2010-06-30,14:15:00,USD,Créations d'emplois non agricoles ADP,13K,58K,57K
2010-01-07,10:30:00,GBP,PMI manufacturier,"57,5",57.6,58
2010-01-07,14:30:00,USD,Inscriptions hebdomadaires au chômage,472K,460K,459K
2010-01-07,16:00:00,USD,Indice PMI manufacturier de l'ISM,"56,2",59,59.7
2010-01-07,16:00:00,USD,Promesses de ventes de logements (Mensuel),"-30,0%",-0.125,0.06
2010-02-07,10:30:00,GBP,PMI construction,"58,4",58.6,58.5
2010-02-07,14:30:00,USD,Créations d'emplois dans le secteur non agricole,-125K,-100K,433K
2010-02-07,14:30:00,USD,Taux de chômage,"9,5%",0.098,0.097
2010-05-07,10:30:00,GBP,PMI services,"54,4",55.2,55.4
2010-06-07,16:00:00,USD,Indice PMI non manufacturier de l'ISM,"53,8",55,55.4
2010-08-07,10:30:00,GBP,Production manufacturière (Mensuel),"0,3%",0.004,-0.008
2010-08-07,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt,"0,50%",0.005,0.005
2010-08-07,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt,"1,00%",0.01,0.01
2010-08-07,14:30:00,USD,Inscriptions hebdomadaires au chômage,454K,460K,475K
2010-12-07,10:30:00,GBP,PIB (Trimestriel),"0,3%",0.003,0.003
2010-07-13,10:30:00,GBP,IPC (Annuel),"3,2%",0.032,0.034
2010-07-13,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne,"21,2",25.2,28.7
2010-07-14,10:30:00,GBP,Salaire moyen bonus compris,"2,7%",0.031,0.041
2010-07-14,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi,"-20,8K",-20.2K,-31.1K
2010-07-14,11:00:00,EUR,IPC (Annuel),"1,4%",0.014,0.014
2010-07-14,14:30:00,USD,Ventes au détail principales (Mensuel),"-0,1%",-0.001,-0.012
2010-07-14,14:30:00,USD,Ventes au détail (Mensuel),"-0,5%",-0.002,-0.011
2010-07-15,14:30:00,USD,Inscriptions hebdomadaires au chômage,429K,449K,458K
2010-07-15,14:30:00,USD,Prix à la production (Mensuel),"-0,5%",-0.001,-0.003
2010-07-15,16:00:00,USD,Indice manufacturier Fed de Philadelphie,"5,1",10,8
2010-07-16,14:30:00,USD,IPC core (Mensuel),"0,2%",0.001,0.001
2010-07-20,14:30:00,USD,Permis de construire,"0,590M",0.570M,0.570M
2010-07-22,09:30:00,EUR,PMI manufacturier Allemagne  ,"61,2",58,58.4
2010-07-22,10:30:00,GBP,Ventes au détail (Mensuel),"0,7%",0.005,0.008
2010-07-22,14:30:00,USD,Inscriptions hebdomadaires au chômage,464K,445K,427K
2010-07-22,16:00:00,USD,Ventes de logements existants,"5,37M",5.04M,5.66M
2010-07-23,10:30:00,GBP,PIB (Trimestriel)  ,"1,1%",0.006,0.003
2010-07-26,16:00:00,USD,Ventes de logements neufs,330K,310K,267K
2010-07-27,16:00:00,USD,Confiance des consommateurs - Conference Board,"50,4",51,54.3
2010-07-28,14:30:00,USD,Commandes de biens durables - core (Mensuel),"-0,6%",0.006,0.012
2010-07-29,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne,-20K,-17K,-20K
2010-07-29,14:30:00,USD,Inscriptions hebdomadaires au chômage,457K,464K,468K
2010-07-30,11:00:00,EUR,IPC (Annuel)  ,"1,7%",0.018,0.014
2010-07-30,14:30:00,USD,PIB (Trimestriel)  ,"2,4%",0.025,0.037
2010-02-08,10:30:00,GBP,PMI manufacturier,"57,3",57.1,57.6
2010-02-08,16:00:00,USD,Indice PMI manufacturier de l'ISM,"55,5",54.2,56.2
2010-03-08,10:30:00,GBP,PMI construction,"54,1",58.2,58.4
2010-03-08,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel),"0,0%",0.001,0.001
2010-03-08,16:00:00,USD,Promesses de ventes de logements (Mensuel),"-2,6%",-0.05,-0.299
2010-04-08,10:30:00,GBP,PMI services,"53,1",54.6,54.4
2010-04-08,14:15:00,USD,Créations d'emplois non agricoles ADP,42K,25K,19K
2010-04-08,16:00:00,USD,Indice PMI non manufacturier de l'ISM,"54,3",53,53.8
2010-05-08,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt,"0,50%",0.005,0.005
2010-05-08,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt,"1,00%",0.01,0.01
2010-05-08,14:30:00,USD,Inscriptions hebdomadaires au chômage,479K,455K,460K
2010-06-08,10:30:00,GBP,Production manufacturière (Mensuel),"0,3%",0.005,0.003
2010-06-08,14:30:00,USD,Créations d'emplois dans le secteur non agricole,-131K,-65K,-221K
2010-06-08,14:30:00,USD,Taux de chômage,"9,5%",0.096,0.095
2010-10-08,20:15:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2010-11-08,10:30:00,GBP,Salaire moyen bonus compris,"1,3%",0.011,0.027
2010-11-08,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi,"-3,8K",-17.4K,-15.9K
2010-12-08,14:30:00,USD,Inscriptions hebdomadaires au chômage,484K,465K,482K
2010-08-13,08:00:00,EUR,PIB Allemagne (Trimestriel)  ,"2,2%",0.013,0.005
2010-08-13,14:30:00,USD,IPC core (Mensuel),"0,1%",0.001,0.002
2010-08-13,14:30:00,USD,Ventes au détail principales (Mensuel),"0,2%",0.002,-0.001
2010-08-13,14:30:00,USD,Ventes au détail (Mensuel),"0,4%",0.005,-0.003
2010-08-16,11:00:00,EUR,IPC (Annuel),"1,7%",0.017,0.017
2010-08-17,10:30:00,GBP,IPC (Annuel),"3,1%",0.031,0.032
2010-08-17,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne,"14,0",20.9,21.2
2010-08-17,14:30:00,USD,Permis de construire,"0,570M",0.570M,0.580M
2010-08-17,14:30:00,USD,Prix à la production (Mensuel),"0,2%",0.002,-0.005
2010-08-19,10:30:00,GBP,Ventes au détail (Mensuel),"1,1%",0.004,0.007
2010-08-19,14:30:00,USD,Inscriptions hebdomadaires au chômage,500K,475K,488K
2010-08-19,16:00:00,USD,Indice manufacturier Fed de Philadelphie,"-7,7",7.5,5.1
2010-08-23,09:30:00,EUR,PMI manufacturier Allemagne  ,"58,2",60.9,61.2
2010-08-24,08:00:00,EUR,PIB Allemagne (Trimestriel),"2,2%",0.022,0.022
2010-08-24,16:00:00,USD,Ventes de logements existants,"3,83M",4.75M,5.26M
2010-08-25,14:30:00,USD,Commandes de biens durables - core (Mensuel),"-3,8%",0.005,0.002
2010-08-25,16:00:00,USD,Ventes de logements neufs,276K,330K,315K
2010-08-26,14:30:00,USD,Inscriptions hebdomadaires au chômage,473K,485K,504K
2010-08-27,10:30:00,GBP,PIB (Trimestriel)  ,"1,2%",0.011,0.011
2010-08-27,14:30:00,USD,PIB (Trimestriel)  ,"1,6%",0.014,0.024
2010-08-30,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel),"0,1%",0.001,0
2010-08-31,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne,-17K,-19K,-21K
2010-08-31,11:00:00,EUR,IPC (Annuel)  ,"1,6%",0.016,0.017
2010-08-31,16:00:00,USD,Confiance des consommateurs - Conference Board,"53,5",50,51
2010-01-09,10:30:00,GBP,PMI manufacturier,"54,3",57.1,56.9
2010-01-09,14:15:00,USD,Créations d'emplois non agricoles ADP,-10K,13K,37K
2010-01-09,16:00:00,USD,Indice PMI manufacturier de l'ISM,"56,3",53,55.5
2010-02-09,10:30:00,GBP,PMI construction,"52,1",53.7,54.1
2010-02-09,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt,"1,00%",0.01,0.01
2010-02-09,14:30:00,USD,Inscriptions hebdomadaires au chômage,472K,475K,478K
2010-02-09,16:00:00,USD,Promesses de ventes de logements (Mensuel),"5,2%",0,-0.028
2010-03-09,10:30:00,GBP,PMI services,"51,3",53.1,53.1
2010-03-09,14:30:00,USD,Créations d'emplois dans le secteur non agricole,-54K,-118K,-54K
2010-03-09,14:30:00,USD,Taux de chômage,"9,6%",0.096,0.095
2010-03-09,16:00:00,USD,Indice PMI non manufacturier de l'ISM,"51,5",53.2,54.3
2010-08-09,10:30:00,GBP,Production manufacturière (Mensuel),"0,3%",0.003,0.003
2010-09-09,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt,"0,50%",0.005,0.005
2010-09-09,14:30:00,USD,Inscriptions hebdomadaires au chômage,451K,470K,478K
2010-09-14,10:30:00,GBP,IPC (Annuel),"3,1%",0.029,0.031
2010-09-14,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne,"-4,3",11.3,14
2010-09-14,14:30:00,USD,Ventes au détail principales (Mensuel),"0,6%",0.003,0.001
2010-09-14,14:30:00,USD,Ventes au détail (Mensuel),"0,4%",0.003,0.003
2010-09-15,10:30:00,GBP,Salaire moyen bonus compris,"1,5%",0.016,0.011
2010-09-15,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi,"2,3K",-5.1K,-1.0K
2010-09-15,11:00:00,EUR,IPC (Annuel),"1,6%",0.016,0.016
2010-09-16,10:30:00,GBP,Ventes au détail (Mensuel),"-0,5%",0.003,0.008
2010-09-16,14:30:00,USD,Inscriptions hebdomadaires au chômage,450K,460K,453K
2010-09-16,14:30:00,USD,Prix à la production (Mensuel),"0,4%",0.003,0.002
2010-09-16,16:00:00,USD,Indice manufacturier Fed de Philadelphie,"-0,7",0,-7.7
2010-09-17,14:30:00,USD,IPC core (Mensuel),"0,0%",0.001,0.001
2010-09-21,14:30:00,USD,Permis de construire,"0,570M",0.560M,0.560M
2010-09-21,20:15:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2010-09-23,09:30:00,EUR,PMI manufacturier Allemagne  ,"55,3",57.8,58.2
2010-09-23,14:30:00,USD,Inscriptions hebdomadaires au chômage,465K,450K,453K
2010-09-23,16:00:00,USD,Ventes de logements existants,"4,13M",4.04M,3.84M
2010-09-24,14:30:00,USD,Commandes de biens durables - core (Mensuel),"2,0%",0.007,-0.028
2010-09-24,16:00:00,USD,Ventes de logements neufs,288K,290K,288K
2010-09-28,10:30:00,GBP,PIB (Trimestriel),"1,2%",0.012,0.012
2010-09-28,16:00:00,USD,Confiance des consommateurs - Conference Board,"48,5",52.9,53.2
2010-09-30,09:55:00,EUR,Evolution du nombre de chômeurs Allemagne,-40K,-20K,-20K
2010-09-30,11:00:00,EUR,IPC (Annuel)  ,"1,8%",0.018,0.016
2010-09-30,14:30:00,USD,PIB (Trimestriel),"1,7%",0.016,0.016
2010-09-30,14:30:00,USD,Inscriptions hebdomadaires au chômage,453K,457K,469K
2010-01-10,10:30:00,GBP,PMI manufacturier,"53,4",53.9,53.7
2010-01-10,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel),"0,1%",0.001,0.001
2010-01-10,16:00:00,USD,Indice PMI manufacturier de l'ISM,"54,4",54.5,56.3
2010-04-10,10:30:00,GBP,PMI construction,"53,8",51.7,52.1
2010-04-10,16:00:00,USD,Promesses de ventes de logements (Mensuel),"4,3%",0.028,0.045
2010-05-10,10:30:00,GBP,PMI services,"52,8",51.2,51.3
2010-05-10,16:00:00,USD,Indice PMI non manufacturier de l'ISM,"53,2",51.8,51.5
2010-06-10,14:15:00,USD,Créations d'emplois non agricoles ADP,-39K,18K,10K
2010-07-10,10:30:00,GBP,Production manufacturière (Mensuel),"0,3%",0.001,0.004
2010-07-10,13:00:00,GBP,Décision de la BoE sur les taux d'intérêt,"0,50%",0.005,0.005
2010-07-10,13:45:00,EUR,Décision de la BCE sur les taux d'intérêt,"1,00%",0.01,0.01
2010-07-10,14:30:00,USD,Inscriptions hebdomadaires au chômage,445K,455K,456K
2010-08-10,14:30:00,USD,Créations d'emplois dans le secteur non agricole,-95K,3K,-57K
2010-08-10,14:30:00,USD,Taux de chômage,"9,6%",0.097,0.096
2010-12-10,10:30:00,GBP,IPC (Annuel),"3,1%",0.031,0.031
2010-10-13,10:30:00,GBP,Salaire moyen bonus compris,"1,7%",0.016,0.013
2010-10-13,10:30:00,GBP,Evolution du nombre de demandeurs d'emploi,"5,3K",3.9K,3.8K
2010-10-14,14:30:00,USD,Inscriptions hebdomadaires au chômage,462K,449K,449K
2010-10-14,14:30:00,USD,Prix à la production (Mensuel),"0,4%",0.002,0.004
2010-10-15,11:00:00,EUR,IPC (Annuel),"1,8%",0.018,0.018
2010-10-15,14:30:00,USD,IPC core (Mensuel),"0,0%",0.001,0
2010-10-15,14:30:00,USD,Ventes au détail principales (Mensuel),"0,4%",0.004,0.01
2010-10-15,14:30:00,USD,Ventes au détail (Mensuel),"0,6%",0.004,0.007
2010-10-19,11:00:00,EUR,Indice ZEW - Sentiment économique Allemagne,"-7,2",-7,-4.3
2010-10-19,14:30:00,USD,Permis de construire,"0,540M",0.580M,0.570M
2010-10-21,09:30:00,EUR,PMI manufacturier Allemagne  ,"56,1",54.6,55.1
2010-10-21,10:30:00,GBP,Ventes au détail (Mensuel),"-0,2%",0.004,-0.007
2010-10-21,14:30:00,USD,Inscriptions hebdomadaires au chômage,452K,455K,475K
2010-10-21,16:00:00,USD,Indice manufacturier Fed de Philadelphie,"1,0",1.4,-0.7
2010-10-25,16:00:00,USD,Ventes de logements existants,"4,53M",4.25M,4.12M
2010-10-26,10:30:00,GBP,PIB (Trimestriel)  ,"0,8%",0.004,0.012
2010-10-26,16:00:00,USD,Confiance des consommateurs - Conference Board,"50,2",49,48.6
2010-10-27,14:30:00,USD,Commandes de biens durables - core (Mensuel),"-0,8%",0.002,0.019
2010-10-27,15:55:00,EUR,Evolution du nombre de chômeurs Allemagne,-3K,-27K,-40K
2010-10-27,16:00:00,USD,Ventes de logements neufs,307K,300K,288K
2010-10-28,14:30:00,USD,Inscriptions hebdomadaires au chômage,434K,455K,455K
2010-10-29,11:00:00,EUR,IPC (Annuel)  ,"1,9%",0.017,0.018
2010-10-29,14:30:00,USD,PIB (Trimestriel)  ,"2,0%",0.02,0.017
2010-01-11,11:30:00,GBP,PMI manufacturier,"54,9",53,53.4
2010-01-11,14:30:00,USD,PCE core - Indice des prix à la consommation des ménages (Mensuel),"0,0%",0.001,0.001
2010-01-11,16:00:00,USD,Indice PMI manufacturier de l'ISM,"56,9",53.6,54.4
2010-02-11,10:55:00,EUR,PMI manufacturier Allemagne,"56,6",56.1,56.1
2010-02-11,11:30:00,GBP,PMI construction,"51,6",53,53.8
2010-03-11,11:30:00,GBP,PMI services,"53,2",52.6,52.8
2010-03-11,14:15:00,USD,Créations d'emplois non agricoles ADP,43K,25K,-2K
2010-03-11,16:00:00,USD,Indice PMI non manufacturier de l'ISM,"54,3",53.6,53.2
2010-03-11,20:15:00,USD,Décision de la FED sur les taux d'intérêt,"0,25%",0.0025,0.0025
2010-04-11,14:00:00,GBP,Décision de la BoE sur les taux d'intérêt,"0,50%",0.005,0.005
2010-04-11,14:30:00,USD,Inscriptions hebdomadaires au chômage,457K,437K,437K
2010-04-11,14:45:00,EUR,Décision de la BCE sur les taux d'intérêt,"1,00%",0.01,0.01
2010-05-11,14:30:00,USD,Créations d'emplois dans le secteur non agricole,151K,60K,-41K
2010-05-11,14:30:00,USD,Taux de chômage,"9,6%",0.096,0.096
2010-05-11,18:30:00,USD,Promesses de ventes de logements (Mensuel),"-1,8%",0.005,0.044
2010-09-11,11:30:00,GBP,Production manufacturière (Mensuel),"0,1%",0.003,0.003
2010-10-11,15:30:00,USD,Inscriptions hebdomadaires au chômage,435K,450K,459K
2010-12-11,09:00:00,EUR,PIB Allemagne (Trimestriel)  ,"0,7%",0.008,0.023
